cr,0.01,0.6607538802660754,0.6607538802660754,0.7649667405764967
cr,0.05,0.7250554323725056,0.6607538802660754,0.8137472283813747
cr,0.1,0.7827050997782705,0.7627494456762749,0.7760532150776053
cr,0.2,0.6607538802660754,0.7849223946784922,0.7937915742793792
cr,0.3,0.6607538802660754,0.8048780487804879,0.7871396895787139
cr,0.4,0.7871396895787139,0.811529933481153,0.7960088691796009
cr,0.5,0.6607538802660754,0.8004434589800443,0.8137472283813747
cr,0.6,0.7871396895787139,0.7982261640798226,0.7982261640798226
cr,0.7,0.7827050997782705,0.7671840354767184,0.8181818181818182
cr,0.8,0.8181818181818182,0.811529933481153,0.8314855875831486
cr,0.9,0.7871396895787139,0.8004434589800443,0.8226164079822617
cr,1,0.8048780487804879,0.7871396895787139,0.8403547671840355
sst2,0.01,0.6551345414607359,0.7748489840746843,0.7880285557386052
sst2,0.05,0.7616694124107634,0.7968149368478857,0.8088962108731467
sst2,0.1,0.7830862163646348,0.8105436573311368,0.8138385502471169
sst2,0.2,0.7880285557386052,0.8171334431630972,0.8248215266337178
sst2,0.3,0.771554091158704,0.7913234486545854,0.8204283360790774
sst2,0.4,0.8012081274025261,0.7935200439319056,0.8209774848984075
sst2,0.5,0.8066996155958265,0.8160351455244371,0.8341570565623284
sst2,0.6,0.8034047226798462,0.7759472817133443,0.829214717188358
sst2,0.7,0.8270181219110379,0.7896760021965953,0.8336079077429983
sst2,0.8,0.8270181219110379,0.8077979132344866,0.8325096101043383
sst2,0.9,0.8242723778143877,0.8176825919824272,0.8352553542009885
sst2,1,0.8264689730917079,0.7990115321252059,0.8259198242723779
subj,0.01,0.861,0.874,0.885
subj,0.05,0.86,0.894,0.911
subj,0.1,0.888,0.911,0.919
subj,0.2,0.908,0.927,0.925
subj,0.3,0.902,0.912,0.922
subj,0.4,0.903,0.921,0.934
subj,0.5,0.913,0.921,0.93
subj,0.6,0.922,0.912,0.924
subj,0.7,0.914,0.921,0.925
subj,0.8,0.904,0.917,0.918
subj,0.9,0.922,0.912,0.922
subj,1,0.925,0.919,0.933
trec,0.01,0.294,0.44,0.718
trec,0.05,0.514,0.73,0.804
trec,0.1,0.702,0.672,0.862
trec,0.2,0.776,0.614,0.87
trec,0.3,0.814,0.694,0.904
trec,0.4,0.81,0.736,0.878
trec,0.5,0.796,0.748,0.908
trec,0.6,0.814,0.76,0.908
trec,0.7,0.794,0.814,0.906
trec,0.8,0.848,0.712,0.912
trec,0.9,0.854,0.814,0.91
trec,1,0.864,0.786,0.886
pc,0.01,0.8489493627282122,0.8725456424388564,0.892869445401309
pc,0.05,0.8696176369273165,0.8882190837065105,0.90199793317258
pc,0.1,0.8804684808818464,0.8963141577678264,0.919221495005167
pc,0.2,0.8921805029280055,0.9076817085773338,0.9242163279366173
pc,0.3,0.9038925249741646,0.8897692042714433,0.9262831553565277
pc,0.4,0.90199793317258,0.8933861522562866,0.9242163279366173
pc,0.5,0.9066482948673785,0.9009645194626249,0.9247330347915949
pc,0.6,0.9140544264553909,0.8956252152945229,0.9288666896314158
pc,0.7,0.9145711333103685,0.899414398897692,0.9247330347915949
pc,0.8,0.9156045470203238,0.9042369962108164,0.9218050292800551
pc,0.9,0.9173269032035825,0.8971753358594557,0.9233551498449879
pc,1,0.9188770237685153,0.8830520151567344,0.9214605580434033
