cr, 1, 0.8070953436807096, 0.7982261640798226, 0.811529933481153, 0.811529933481153, 0.8226164079822617
cr, 3, 0.8203991130820399, 0.802660753880266, 0.8093126385809313, 0.8159645232815964, 0.8270509977827051
cr, 6, 0.8403547671840355, 0.8181818181818182, 0.7982261640798226, 0.8004434589800443, 0.8337028824833703
cr, 9, 0.8048780487804879, 0.8292682926829268, 0.835920177383592, 0.8292682926829268, 0.8093126385809313
cr, 12, 0.8226164079822617, 0.8248337028824834, 0.8203991130820399, 0.8181818181818182, 0.8270509977827051
cr, 15, 0.8270509977827051, 0.8292682926829268, 0.8137472283813747, 0.8004434589800443, 0.811529933481153
cr, 18, 0.8314855875831486, 0.8181818181818182, 0.8093126385809313, 0.8159645232815964, 0.8337028824833703
cr, 20, 0.8270509977827051, 0.8403547671840355, 0.8159645232815964, 0.8093126385809313, 0.8048780487804879
sst2, 1, 0.8165842943437671, 0.827567270730368, 0.8363536518396485, 0.8325096101043383, 0.8248215266337178
sst2, 3, 0.8308621636463481, 0.8253706754530478, 0.841845140032949, 0.8171334431630972, 0.8215266337177375
sst2, 6, 0.8308621636463481, 0.8264689730917079, 0.8270181219110379, 0.829763866007688, 0.8330587589236683
sst2, 9, 0.8050521691378364, 0.8358045030203185, 0.8314113124656782, 0.8270181219110379, 0.8264689730917079
sst2, 12, 0.7918725974739155, 0.8314113124656782, 0.814387699066447, 0.8369028006589786, 0.8412959912136189
sst2, 15, 0.7753981328940143, 0.8445908841295992, 0.829763866007688, 0.8248215266337178, 0.7885777045579352
sst2, 18, 0.8352553542009885, 0.827567270730368, 0.8451400329489291, 0.8237232289950577, 0.8187808896210873
sst2, 20, 0.8182317408017573, 0.8215266337177375, 0.8138385502471169, 0.8456891817682592, 0.8193300384404174
subj, 1, 0.912, 0.927, 0.927, 0.922, 0.932
subj, 3, 0.918, 0.928, 0.92, 0.925, 0.926
subj, 6, 0.921, 0.931, 0.935, 0.932, 0.929
subj, 9, 0.917, 0.922, 0.939, 0.924, 0.927
subj, 12, 0.911, 0.907, 0.931, 0.932, 0.934
subj, 15, 0.922, 0.932, 0.934, 0.929, 0.93
subj, 18, 0.927, 0.933, 0.914, 0.926, 0.933
subj, 20, 0.91, 0.934, 0.932, 0.927, 0.927
trec, 1, 0.63, 0.886, 0.878, 0.884, 0.878
trec, 3, 0.634, 0.89, 0.888, 0.9, 0.872
trec, 6, 0.674, 0.908, 0.884, 0.906, 0.906
trec, 9, 0.706, 0.874, 0.902, 0.908, 0.906
trec, 12, 0.764, 0.922, 0.896, 0.912, 0.892
trec, 15, 0.74, 0.902, 0.89, 0.904, 0.916
trec, 18, 0.696, 0.886, 0.896, 0.926, 0.904
trec, 20, 0.606, 0.93, 0.898, 0.902, 0.824
pc, 1, 0.9063038236307268, 0.9223217361350328, 0.927316569066483, 0.924560799173269, 0.9242163279366173
pc, 3, 0.9038925249741646, 0.9247330347915949, 0.9297278677230452, 0.9238718566999655, 0.9216327936617292
pc, 6, 0.8920082673096796, 0.9278332759214606, 0.9228384429900104, 0.9228384429900104, 0.927144333448157
pc, 9, 0.9014812263176025, 0.9231829142266621, 0.9216327936617292, 0.9221495005167069, 0.9233551498449879
pc, 12, 0.9056148811574234, 0.9290389252497416, 0.9243885635549431, 0.9302445745780228, 0.9218050292800551
