cr,0.01,0.70509977827051,0.7627494456762749,0.6607538802660754
cr,0.05,0.7694013303769401,0.7827050997782705,0.7716186252771619
cr,0.1,0.6607538802660754,0.7782705099778271,0.8203991130820399
cr,0.2,0.6607538802660754,0.8048780487804879,0.8403547671840355
cr,0.3,0.7915742793791575,0.8137472283813747,0.8181818181818182
cr,0.4,0.8048780487804879,0.802660753880266,0.8203991130820399
cr,0.5,0.8070953436807096,0.8137472283813747,0.8181818181818182
cr,0.6,0.7849223946784922,0.802660753880266,0.8093126385809313
cr,0.7,0.7893569844789357,0.811529933481153,0.8093126385809313
cr,0.8,0.7893569844789357,0.7982261640798226,0.8203991130820399
cr,0.9,0.7671840354767184,0.7694013303769401,0.8093126385809313
cr,1,0.8070953436807096,0.7849223946784922,0.8159645232815964
sst2,0.01,0.5398132894014278,0.7693574958813838,0.7935200439319056
sst2,0.05,0.7737506864360242,0.8116419549697969,0.800658978583196
sst2,0.1,0.7775947281713345,0.800658978583196,0.8121911037891268
sst2,0.2,0.7968149368478857,0.8132894014277869,0.8341570565623284
sst2,0.3,0.7896760021965953,0.7638660076880834,0.844041735310269
sst2,0.4,0.814936847885777,0.7721032399780341,0.8314113124656782
sst2,0.5,0.8061504667764964,0.8242723778143877,0.8325096101043383
sst2,0.6,0.8061504667764964,0.8198791872597474,0.8314113124656782
sst2,0.7,0.8083470620538166,0.8017572762218561,0.8253706754530478
sst2,0.8,0.8154859967051071,0.7929708951125755,0.829763866007688
sst2,0.9,0.827567270730368,0.785831960461285,0.8259198242723779
sst2,1,0.8369028006589786,0.7984623833058759,0.8363536518396485
subj,0.01,0.859,0.885,0.89
subj,0.05,0.89,0.907,0.9
subj,0.1,0.89,0.907,0.922
subj,0.2,0.893,0.914,0.922
subj,0.3,0.902,0.92,0.934
subj,0.4,0.896,0.92,0.928
subj,0.5,0.904,0.922,0.926
subj,0.6,0.903,0.926,0.932
subj,0.7,0.913,0.926,0.928
subj,0.8,0.902,0.925,0.932
subj,0.9,0.925,0.917,0.925
subj,1,0.921,0.915,0.932
trec,0.01,0.13,0.522,0.748
trec,0.05,0.642,0.614,0.83
trec,0.1,0.634,0.586,0.854
trec,0.2,0.784,0.692,0.912
trec,0.3,0.792,0.728,0.888
trec,0.4,0.804,0.688,0.922
trec,0.5,0.822,0.654,0.894
trec,0.6,0.822,0.726,0.902
trec,0.7,0.852,0.604,0.918
trec,0.8,0.864,0.788,0.906
trec,0.9,0.86,0.842,0.91
trec,1,0.874,0.754,0.906
pc,0.01,0.8444712366517396,0.8747847054770926,0.8866689631415777
pc,0.05,0.8864967275232518,0.8895969686531174,0.9143988976920427
pc,0.1,0.8833964863933862,0.8999311057526697,0.9168101963486049
pc,0.2,0.8999311057526697,0.9056148811574234,0.9219772648983809
pc,0.3,0.9002755769893214,0.9102652428522219,0.9218050292800551
pc,0.4,0.9037202893558388,0.8970031002411298,0.9236996210816397
pc,0.5,0.9119875990354805,0.9001033413709956,0.9267998622115053
pc,0.6,0.9130210127454358,0.891491560454702,0.9221495005167069
pc,0.7,0.9188770237685153,0.8970031002411298,0.927144333448157
pc,0.8,0.9199104374784706,0.8959696865311746,0.9202549087151223
pc,0.9,0.9212883224250775,0.9044092318291422,0.9304168101963486
pc,1,0.9250775060282467,0.8918360316913537,0.9224939717533586
