cr,0.01,0.6607538802660754,0.7472283813747228,0.6607538802660754
cr,0.05,0.6607538802660754,0.6607538802660754,0.7782705099778271
cr,0.1,0.6607538802660754,0.8070953436807096,0.7849223946784922
cr,0.2,0.7560975609756098,0.7960088691796009,0.8425720620842572
cr,0.3,0.6607538802660754,0.8181818181818182,0.8137472283813747
cr,0.4,0.6607538802660754,0.8048780487804879,0.7937915742793792
cr,0.5,0.6607538802660754,0.8070953436807096,0.7937915742793792
cr,0.6,0.6607538802660754,0.7827050997782705,0.8048780487804879
cr,0.7,0.802660753880266,0.8070953436807096,0.8292682926829268
cr,0.8,0.8070953436807096,0.7982261640798226,0.8337028824833703
cr,0.9,0.8093126385809313,0.8070953436807096,0.8226164079822617
cr,1,0.8314855875831486,0.8137472283813747,0.7849223946784922
sst2,0.01,0.6232839099395936,0.785831960461285,0.7907742998352554
sst2,0.05,0.7523338824821527,0.8088962108731467,0.814936847885777
sst2,0.1,0.7781438769906645,0.785282811641955,0.8165842943437671
sst2,0.2,0.8012081274025261,0.8209774848984075,0.8259198242723779
sst2,0.3,0.756727073036793,0.8187808896210873,0.828665568369028
sst2,0.4,0.8116419549697969,0.8088962108731467,0.8176825919824272
sst2,0.5,0.8259198242723779,0.7973640856672158,0.8264689730917079
sst2,0.6,0.8127402526084568,0.7918725974739155,0.8341570565623284
sst2,0.7,0.8187808896210873,0.8132894014277869,0.8336079077429983
sst2,0.8,0.8209774848984075,0.8138385502471169,0.829214717188358
sst2,0.9,0.8303130148270181,0.8165842943437671,0.8325096101043383
sst2,1,0.8253706754530478,0.7984623833058759,0.8209774848984075
subj,0.01,0.84,0.876,0.891
subj,0.05,0.875,0.898,0.91
subj,0.1,0.892,0.901,0.924
subj,0.2,0.903,0.903,0.927
subj,0.3,0.914,0.927,0.928
subj,0.4,0.898,0.918,0.919
subj,0.5,0.917,0.919,0.926
subj,0.6,0.909,0.913,0.919
subj,0.7,0.921,0.914,0.932
subj,0.8,0.917,0.92,0.932
subj,0.9,0.925,0.917,0.928
subj,1,0.929,0.907,0.93
trec,0.01,0.51,0.492,0.78
trec,0.05,0.65,0.712,0.778
trec,0.1,0.644,0.664,0.856
trec,0.2,0.768,0.594,0.896
trec,0.3,0.788,0.64,0.902
trec,0.4,0.786,0.66,0.892
trec,0.5,0.846,0.688,0.896
trec,0.6,0.84,0.79,0.916
trec,0.7,0.846,0.744,0.882
trec,0.8,0.866,0.816,0.918
trec,0.9,0.848,0.646,0.91
trec,1,0.876,0.626,0.928
pc,0.01,0.8374095763003789,0.8746124698587668,0.8861522562866001
pc,0.05,0.8708232862555977,0.8852910781949708,0.9130210127454358
pc,0.1,0.8825353083017567,0.8970031002411298,0.9193937306234929
pc,0.2,0.8942473303479159,0.9088873579056149,0.9243885635549431
pc,0.3,0.9050981743024458,0.9068205304857044,0.925938684119876
pc,0.4,0.9081984154323114,0.8983809851877368,0.9247330347915949
pc,0.5,0.9128487771271099,0.8944195659662418,0.9264553909748536
pc,0.6,0.9133654839820875,0.892869445401309,0.927316569066483
pc,0.7,0.9228384429900104,0.8878746124698588,0.9243885635549431
pc,0.8,0.9150878401653462,0.8947640372028935,0.9230106786083362
pc,0.9,0.9252497416465725,0.8944195659662418,0.9249052704099208
pc,1,0.9254219772648984,0.8816741302101274,0.9262831553565277
